station_european_code;station_local_code;country_iso_code;country_name;station_name;station_start_date;station_end_date;type_of_station;station_ozone_classification;station_type_of_area;station_subcat_rural_back;street_type;station_longitude_deg;station_latitude_deg;station_altitude;station_city;lau_level1_code;lau_level2_code;lau_level2_name;EMEP_station
ES1805A;28067001;ES;SPAIN;ES1805A-GUADALIX DE LA SIERRA;31/10/2006;;Background;rural background;rural;regional;Unknown;-3.702500;40.780833;853;GUADALIX DE LA SIERRA;;28067;Guadalix de la Sierra;no
ES1806A;28102001;ES;SPAIN;ES1806A-ORUSCO DE TAJUÑA;29/09/2006;;Background;rural background;rural;remote;Unknown;-3.222222;40.286944;800;ORUSCO DE TAJUÑA;;28102;Orusco de Tajuña;no
ES1807A;28123002;ES;SPAIN;ES1807A-RIVAS-VACIAMADRID;02/08/2006;;Background;suburban;suburban;unknown;Unknown;-3.542222;40.360000;608;RIVAS-VACIAMADRID;;28123;Rivas-Vaciamadrid;no
ES1808A;28133002;ES;SPAIN;ES1808A-SAN MARTIN DE VALDEIGLESIAS;24/08/2006;;Background;rural background;rural;regional;Unknown;-4.396944;40.368889;549;SAN MARTÍN DE VALDEIGLESIAS;;28133;San Martín de Valdeiglesias;no
ES1809A;28161001;ES;SPAIN;ES1809A-VALDEMORO;27/07/2006;;Background;suburban;suburban;unknown;Unknown;-3.679722;40.185278;610;VALDEMORO;;28161;Valdemoro;no
ES1810A;28171001;ES;SPAIN;ES1810A-VILLA DEL PRADO;14/06/2006;;Background;rural background;rural;remote;Unknown;-4.274722;40.251944;512;VILLA DEL PRADO;;28171;Villa del Prado;no
ES1811A;28180001;ES;SPAIN;ES1811A-VILLAREJO DE SALVANES;12/04/2006;;Background;rural background;rural;regional;Unknown;-3.276667;40.167222;764;VILLAREJO DE SALVANÉS;;28180;Villarejo de Salvanés;no
ES1812A;43005002;ES;SPAIN;ES1812A-BI-ALCOVER;31/12/2005;;Industrial;rural;rural;near city;Unknown;1.181111;41.280278;243;ALCOVER;;43005;Alcover;no
ES1813A;43070001;ES;SPAIN;ES1813A-BJ- GUIAMETS;01/03/2006;;Background;rural background;rural;regional;Unknown;0.756111;41.102500;220;GUIAMETS (ELS);;43070;Guiamets (Els);no
ES1814A;8124009;ES;SPAIN;ES1814A-EA-MOLLET;01/08/2005;;Traffic;suburban;suburban;unknown;Unknown;2.213056;41.551111;476;MOLLET DEL VALLÈS;;8124;Mollet del Vallès;no
ES1815A;8305006;ES;SPAIN;ES1815A-EB-VILAFRANCA DEL PENEDÈS;31/12/2005;;Background;suburban;suburban;unknown;Unknown;1.687778;41.348611;200;VILAFRANCA DEL PENEDÈS;;8305;Vilafranca del Penedès;no
ES1816A;8121013;ES;SPAIN;ES1816A-EC-MATARÓ;31/12/2005;;Background;urban;urban;unknown;Unknown;2.444444;41.548889;40;MATARÓ;;8121;Mataró;no
ES1817A;8260010;ES;SPAIN;ES1817A-ED-SANTA PERPETUA DE MOGODA;10/11/2006;;Industrial;suburban;suburban;unknown;Unknown;2.185556;41.530000;68;SANTA PERPÈTUA DE MOGODA;;8260;Santa Perpètua de Mogoda;no
ES1818A;45168002;ES;SPAIN;ES1818A-TOLEDO2;15/03/2006;;Background;suburban;suburban;unknown;Unknown;-4.020833;39.868056;500;TOLEDO;;45168;Toledo;no
ES1819A;6083001;ES;SPAIN;ES1819A-MERIDA;27/07/2006;;Background;suburban;suburban;unknown;Unknown;-6.338056;38.907500;214;MÉRIDA;;6083;Mérida;no
ES1820A;6158001;ES;SPAIN;ES1820A-ZAFRA;14/06/2006;;Background;suburban;suburban;unknown;Unknown;-6.395000;38.429167;551;ZAFRA;;6108;Puebla de Sancho Pérez;no
ES1821A;11006001;ES;SPAIN;ES1821A-ARCOS;01/10/2004;;Industrial;suburban;suburban;unknown;Unknown;-5.743719;36.739750;216;ARCOS DE LA FRONTERA;;11006;Arcos de la Frontera;no
ES1822A;11026001;ES;SPAIN;ES1822A-PRADO REY;15/02/2005;;Industrial;rural;rural;regional;Unknown;-5.531619;36.794489;390;PRADO DEL REY;;11026;Prado del Rey;no
ES1823A;18087009;ES;SPAIN;ES1823A-CAMPUS DE CARTUJA;01/12/2005;;Background;suburban;suburban;unknown;Unknown;-3.594444;37.196114;760;GRANADA;;;;no
ES1824A;23050004;ES;SPAIN;ES1824A-LAS FUENTEZUELAS;23/02/2006;;Background;suburban;suburban;unknown;Unknown;-3.810319;37.784439;376;JAÉN;;23050;Jaén;no
ES1825A;7046001;ES;SPAIN;ES1825A-SANT ANTONI DE PORTMANY;01/01/2006;;Background;suburban;suburban;unknown;Unknown;1.310000;38.994444;65;SANT ANTONI DE PORTMANY;;;;no
ES1826A;46190005;ES;SPAIN;ES1826A-PATERNA-CEAM;03/12/2005;;Background;suburban;suburban;unknown;Unknown;-0.460833;39.551389;122;PATERNA;;46190;Paterna;no
ES1827A;7010001;ES;SPAIN;ES1827A-HOSPITAL JOAN MARCH;01/01/2005;;Background;rural background;rural;regional;Unknown;2.687778;39.678889;172;BUNYOLA;;7010;Bunyola;no
ES1828A;7015001;ES;SPAIN;ES1828A-CIUTADELLA DE MENORCA;01/01/2006;;Background;suburban;suburban;unknown;Unknown;3.857500;40.010556;30;CIUTADELLA DE MENORCA;;;;no
ES1829A;7040004;ES;SPAIN;ES1829A-PARC BIT-PALMA;01/07/2006;;Background;rural background;rural;near city;Unknown;2.630556;39.634722;109;PALMA DE MALLORCA;;7040;Palma;no
ES1831A;7054001;ES;SPAIN;ES1831A-TORRENT-SANTA EULALIA;01/03/2007;;Background;rural background;rural;near city;Unknown;1.430556;38.943056;12;SANTA EULALIA DEL RÍO;;;;no
ES1832A;34023003;ES;SPAIN;ES1832A-CEMENTOS PORTLAND 1;01/01/2006;;Industrial;rural;rural;near city;Unknown;-4.470000;41.932778;721;VENTA DE BAÑOS;;34023;Venta de Baños;no
ES1833A;34023004;ES;SPAIN;ES1833A-CEMENTOS PORTLAND 2;01/01/2006;;Industrial;rural;rural;near city;Unknown;-4.465833;41.948056;732;VENTA DE BAÑOS;;34225;Villamuriel de Cerrato;no
ES1834A;12040015;ES;SPAIN;ES1834A-CASTELLÓ-PATRONAT D_ESPORTS;02/02/2006;;Traffic;urban;urban;unknown;Unknown;-0.026111;39.988889;18;CASTELLÓN DE LA PLANA/CASTELLÓ;;12040;Castellón de la Plana;no
ES1835A;4066007;ES;SPAIN;ES1835A-LA JOYA;22/05/2006;;Industrial;rural;rural;regional;Unknown;-1.961481;36.950000;51;NÍJAR;;4066;Níjar;no
ES1836A;50297037;ES;SPAIN;ES1836A-LAS FUENTES;01/01/2006;;Traffic;urban;urban;unknown;Unknown;-0.861944;41.642223;198;ZARAGOZA;;50297;Zaragoza;no
ES1837A;50297038;ES;SPAIN;ES1837A-CENTRO;01/01/2006;;Traffic;urban;urban;unknown;Unknown;-0.883894;41.648333;210;ZARAGOZA;;50297;Zaragoza;no
ES1838A;28009001;ES;SPAIN;ES1838A-ALGETE;01/01/2007;;Background;suburban;suburban;unknown;Unknown;-3.503056;40.593333;800;ALGETE;;28009;Algete;no
ES1839A;8051003;ES;SPAIN;ES1839A-CAL MASAVEU;03/02/2005;;Background;suburban;suburban;unknown;Unknown;2.087222;41.619444;330;CASTELLAR DEL VALLÈS;;8051;Castellar del Vallès;no
ES1840A;8112004;ES;SPAIN;ES1840A-MANLLEU-IES ANTONI POUS I ARGILA;18/01/2006;;Background;suburban;suburban;unknown;Unknown;2.275000;42.004722;450;MANLLEU;;8112;Manlleu;no
ES1841A;8121014;ES;SPAIN;ES1841A-MATARO-LABORATORI D_AIGES;01/07/2005;;Background;urban;urban;unknown;Unknown;2.436944;41.551111;30;MATARÓ;;8121;Mataró;no
ES1842A;8282001;ES;SPAIN;ES1842A-TIANA;01/06/2005;;Background;suburban;suburban;unknown;Unknown;2.270000;41.483333;111;TIANA;;8282;Tiana;no
ES1843A;8022005;ES;SPAIN;ES1843A-IES GUILLEM DE BERGUEDA;01/04/2005;;Background;suburban;suburban;unknown;Unknown;1.859167;42.104167;649;BERGA;;8022;Berga;no
ES1844A;8293003;ES;SPAIN;ES1844A-QB- VALLCEBRE;31/12/2005;01/03/2012;Industrial;rural;rural;near city;Unknown;1.820000;42.205833;1110;VALLCEBRE;;8293;Vallcebre;no
ES1845A;4032005;ES;SPAIN;ES1845A-PZA. DEL CASTILLO;20/07/2005;;Industrial;urban;urban;unknown;Unknown;-1.895350;36.996781;5;CARBONERAS;;4032;Carboneras;no
ES1846A;9059007;ES;SPAIN;ES1846A-BURGOS5;01/01/2006;;Background;urban;urban;unknown;Unknown;-3.721111;42.345556;929;BURGOS;;9059;Burgos;no
ES1847A;3002002;ES;SPAIN;ES1847A-AGOST;06/09/2005;;Industrial;urban;urban;unknown;Unknown;-0.638056;38.436389;312;AGOST;;3002;Agost;no
ES1848A;50074001;ES;SPAIN;ES1848A-CASPE;01/11/2006;;Industrial;suburban;suburban;unknown;Unknown;-0.031389;41.228889;152;CASPE;;50074;Caspe;no
ES1849A;3065007;ES;SPAIN;ES1849A-ELX-PARC DE BOMBERS;17/07/2007;;Traffic;urban;urban;unknown;Unknown;-0.717500;38.259167;99;ELCHE/ELX;;3065;Elche;no
ES1850A;17079002;ES;SPAIN;ES1850A-GIRONA(MERCAT DEL LLEÓ);05/03/2007;;Traffic;urban;urban;unknown;Unknown;2.823889;41.981111;70;GIRONA;;17079;Girona;no
ES1851A;8022006;ES;SPAIN;ES1851A-BK-BERGA (POLIESPORTIU);31/03/2007;;Background;rural background;rural;near city;Unknown;1.848333;42.097778;661;BERGA;;8022;Berga;no
ES1852A;8019053;ES;SPAIN;ES1852A-IES GOYA;01/10/2007;;Background;urban;urban;unknown;Unknown;2.169722;41.421111;2;BARCELONA;;;;no
ES1853A;8058003;ES;SPAIN;ES1853A-CLARIANA;30/11/2006;;Background;rural background;rural;near city;Unknown;1.617778;41.245000;211;CASTELLET I LA GORNAL;;8058;Castellet i la Gornal;no
ES1854A;43162001;ES;SPAIN;ES1854A-R4-VANDELLÓS I L_HOSPITALET(ELS DEDALTS);31/12/2006;;Background;rural background;rural;regional;Unknown;0.831389;41.008335;737;VANDELLÒS I L_HOSPITALET DE L_;;43162;Vandellòs i l_Hospitalet de l_Infant;no
ES1855A;43162002;ES;SPAIN;ES1855A-VIVER D_EMPRESES;31/12/2006;;Traffic;rural;rural;near city;Unknown;0.912778;41.009444;2;VANDELLÒS I L_HOSPITALET DE L_;;43162;Vandellòs i l_Hospitalet de l_Infant;no
ES1856A;8019054;ES;SPAIN;ES1856A-IN-BARCELONA(VALL D_HEBRON);31/12/2007;;Background;urban;urban;unknown;Unknown;2.148056;41.426111;129;BARCELONA;;8019;Barcelona;no
ES1857A;13034002;ES;SPAIN;ES1857A-CIUDAD REAL;29/11/2007;;Background;suburban;suburban;unknown;Unknown;-3.937778;38.993889;635;CIUDAD REAL;;13034;Ciudad Real;no
ES1858A;16078001;ES;SPAIN;ES1858A-CUENCA;03/12/2007;;Background;suburban;suburban;unknown;Unknown;-2.129444;40.061944;948;CUENCA;;16078;Cuenca;no
ES1859A;45165003;ES;SPAIN;ES1859A-TALAVERA DE LA REINA;03/12/2007;;Background;suburban;suburban;unknown;Unknown;-4.850833;39.958056;369;TALAVERA DE LA REINA;;45165;Talavera de la Reina;no
ES1860A;41049001;ES;SPAIN;ES1860A-COBRE LAS CRUCES;09/10/2007;;Industrial;rural;rural;near city;Unknown;-6.036161;37.555019;1;GUILLENA;;41049;Guillena;no
ES1861A;8113008;ES;SPAIN;ES1861A-MANRESA-AJUNTAMENT;14/02/2006;;Traffic;suburban;suburban;unknown;Unknown;1.828056;41.725000;241;MANRESA;;8113;Manresa;no
ES1863A;35004001;ES;SPAIN;ES1863A-ARRECIFE;10/05/2003;;Industrial;urban;urban;unknown;Unknown;-13.547500;28.976944;47;ARRECIFE;;;;no
ES1864A;35024001;ES;SPAIN;ES1864A-COSTA TEGUISE;10/05/2003;;Industrial;suburban;suburban;unknown;Unknown;-13.516550;28.990311;36;TEGUISE;;35002;Agüimes;no
ES1865A;35017001;ES;SPAIN;ES1865A-CENTRO DE ARTE JUAN ISMAEL;01/05/2006;;Industrial;urban;urban;unknown;Unknown;-13.852222;28.500278;20;PUERTO DEL ROSARIO;;;;no
ES1866A;35017002;ES;SPAIN;ES1866A-PARQUE DE LA PIEDRA;01/05/2006;;Background;urban;urban;unknown;Unknown;-13.853611;28.502500;15;PUERTO DEL ROSARIO;;;;no
ES1867A;15036003;ES;SPAIN;ES1867A-FERROL;20/08/2007;;Traffic;urban;urban;unknown;Unknown;-8.241389;43.480556;5;FERROL;;15036;Ferrol;no
ES1868A;15078007;ES;SPAIN;ES1868A-COMPOSTELA;01/12/2007;;Background;urban;urban;unknown;Unknown;-8.559167;42.875833;220;SANTIAGO DE COMPOSTELA;;15078;Santiago de Compostela;no
ES1869A;28049003;ES;SPAIN;ES1869A-COSLADA;05/06/2007;;Traffic;urban;urban;unknown;Unknown;-3.545833;40.430000;621;COSLADA;;28049;Coslada;no
ES1870A;8019052;ES;SPAIN;ES1870A-BARCELONA-PORT VELL;01/01/2006;;Industrial;suburban;suburban;unknown;Unknown;2.188056;41.376667;1;BARCELONA;;8019;Barcelona;no
ES1871A;8158002;ES;SPAIN;ES1871A-CENTRE DE DIA JOSEP TARRADELLAS;26/07/2007;;Industrial;suburban;suburban;unknown;Unknown;2.011944;41.438889;2;PAPIOL (EL);;;;no
ES1872A;8187014;ES;SPAIN;ES1872A-SABADELL-IES ESCOLA INDUSTRIAL;01/08/2006;;Background;urban;urban;unknown;Unknown;2.105833;41.550278;2;SABADELL;;8187;Sabadell;no
ES1873A;8268005;ES;SPAIN;ES1873A-QA- CERCS (SANT CORNELI);31/12/2005;01/03/2012;Industrial;rural;rural;near city;Unknown;1.857222;42.193056;1000;CERCS;;8099;Guardiola de Berguedà;no
ES1874A;8298009;ES;SPAIN;ES1874A-CENTRE CIVI SANTA ANA;01/05/2005;;Background;suburban;suburban;unknown;Unknown;2.258056;41.921389;482;VIC;;8298;Vic;no
ES1875A;11003001;ES;SPAIN;ES1875A-ALGAR;19/04/2005;;Industrial;suburban;suburban;unknown;Unknown;-5.661400;36.649631;207;ALGAR;;11003;Algar;no
ES1876A;11006002;ES;SPAIN;ES1876A-JEDULA;19/04/2005;;Industrial;rural;rural;regional;Unknown;-5.921081;36.741700;47;ARCOS DE LA FRONTERA;;11006;Arcos de la Frontera;no
ES1877A;12009007;ES;SPAIN;ES1877A-ALMASSORA-C. P. OCHANDO;10/10/2006;;Industrial;urban;urban;unknown;Unknown;-0.056389;39.945278;27;ALMAZORA/ALMASSORA;;12009;Almazora;no
ES1878A;21005002;ES;SPAIN;ES1878A-MATALASCAÑAS;31/01/2007;;Background;rural background;rural;regional;Unknown;-6.570419;37.016100;22;ALMONTE;;;;no
ES1879A;44067001;ES;SPAIN;ES1879A-CASTELNOU;23/03/2006;;Industrial;rural;rural;regional;Unknown;0.356389;41.225278;201;CASTELNOU;;;;no
ES1880A;44122002;ES;SPAIN;ES1880A-HIJAR;23/03/2006;;Industrial;rural;rural;regional;Unknown;0.454444;41.180833;291;HÍJAR;;;;no
ES1881A;44013006;ES;SPAIN;ES1881A-PUIGMORENO;23/03/2006;;Industrial;rural;rural;regional;Unknown;-0.253889;41.105833;320;ALCAÑIZ;;;;no
ES1882A;30015001;ES;SPAIN;ES1882A-CARAVACA;01/11/2007;;Background;rural background;rural;near city;Unknown;-1.868611;38.114722;1;CARAVACA DE LA CRUZ;;;;no
ES1883A;22190001;ES;SPAIN;ES1883A-TORRELISA;01/02/2008;;Background;rural background;rural;remote;Unknown;0.181944;42.457778;1005;PUEYO DE ARAGUÁS (EL);;;;no
ES1884A;46220010;ES;SPAIN;ES1884A-SAGUNT CEA;01/01/2008;;Industrial;suburban;suburban;unknown;Unknown;-0.265833;39.634167;3;SAGUNTO/SAGUNT;;;;no
ES1885A;46250046;ES;SPAIN;ES1885A-VALÈNCIA-POLITÈCNIC;04/04/2008;;Background;urban;urban;unknown;Unknown;-0.336389;39.480278;7;VALENCIA;;;;no
ES1886A;46077006;ES;SPAIN;ES1886A-BUÑOL CEMEX;21/05/2007;;Industrial;suburban;suburban;unknown;Unknown;-0.783889;39.427222;400;BUÑOL;;;;no
ES1887A;8283003;ES;SPAIN;ES1887A-IES DE TONA;02/04/2008;;Background;rural background;rural;near city;Unknown;2.223611;41.848056;606;TONA;;;;no
ES1888A;43155008;ES;SPAIN;ES1888A-CAP EL TEMPLE;22/08/2008;;Traffic;rural;rural;near city;Unknown;0.522222;40.807500;2;TORTOSA;;;;no
ES1889A;37274011;ES;SPAIN;ES1889A-SALAMANCA 6;21/12/2006;;Background;suburban;suburban;unknown;Unknown;-5.639722;40.960833;743;SALAMANCA;;37274;Salamanca;no
ES1890A;28007004;ES;SPAIN;ES1890A-ALCORCÓN 2;11/09/2008;;Background;urban;urban;unknown;Unknown;-3.833889;40.341944;693;ALCORCÓN;;28007;Alcorcón;no
ES1891A;8096014;ES;SPAIN;ES1891A-GRANOLLERS;31/12/2008;;Traffic;urban;urban;unknown;Unknown;2.288333;41.600833;140;GRANOLLERS;;8096;Granollers;no
ES1892A;8015021;ES;SPAIN;ES1892A-IR-BADALONA;01/12/2008;;Traffic;urban;urban;unknown;Unknown;2.237778;41.449444;6;BADALONA;;8015;Badalona;no
ES1893A;28079044;ES;SPAIN;ES1893A-CENTRO CULTURAL ALFREDO KRAUSS;30/01/2009;;Background;urban;urban;unknown;Unknown;-3.721111;40.490833;669;MADRID;;28079;Madrid;no
ES1894A;28079045;ES;SPAIN;ES1894A-JUNTA MUNICIPAL DE MORATALAZ;30/12/2008;;Background;urban;urban;unknown;Unknown;-3.636944;40.398611;687;MADRID;;28079;Madrid;no
ES1895A;8184007;ES;SPAIN;ES1895A-RUBI-ESCARDIVOL;05/06/2006;;Traffic;suburban;suburban;unknown;Unknown;2.031111;41.495556;128;RUBÍ;;8184;Rubí;no
ES1896A;8251002;ES;SPAIN;ES1896A-CA L_ANTIC - ELS MONJOS;04/06/2008;;Industrial;suburban;suburban;unknown;Unknown;1.665278;41.321667;170;SANTA MARGARIDA I ELS MONJOS;;8251;Santa Margarida i els Monjos;no
ES1897A;29067007;ES;SPAIN;ES1897A-CAMPANILLAS CIFA;01/08/2008;;Industrial;suburban;suburban;unknown;Unknown;-4.560950;36.727850;55;MÁLAGA;;29067;Málaga;no
ES1898A;29032001;ES;SPAIN;ES1898A-CAMPILLOS;01/08/2008;;Background;rural background;rural;regional;Unknown;-4.844831;36.962300;359;CAMPILLOS;;29032;Campillos;no
ES1899A;8251003;ES;SPAIN;ES1899A-ANTISTIANA - LA RÁPITA;29/01/2009;;Industrial;rural;rural;near city;Unknown;1.648333;41.309444;46;SANTA MARGARIDA I ELS MONJOS;;8251;Santa Margarida i els Monjos;no
ES1900A;8019055;ES;SPAIN;ES1900A-BCN-IES VERDAGUER;01/01/2009;;Background;urban;urban;unknown;Unknown;2.187778;41.388333;1;BARCELONA;;8019;Barcelona;no
ES1901A;15078008;ES;SPAIN;ES1901A-SAN CAETANO;04/06/2008;;Traffic;urban;urban;unknown;Unknown;-8.530833;42.887778;260;SANTIAGO DE COMPOSTELA;;15078;Santiago de Compostela;no
ES1903A;8301004;ES;SPAIN;ES1903A-VILADECANS-ATRIUM;01/01/2009;;Traffic;suburban;suburban;unknown;Unknown;2.015000;41.314722;14;VILADECANS;;8301;Viladecans;no
ES1904A;8019056;ES;SPAIN;ES1904A-IT-BARCELONA (TORRE GIRONA);01/01/2009;;Background;urban;urban;unknown;Unknown;2.117222;41.391113;90;BARCELONA;;8019;Barcelona;no
ES1905A;27028005;ES;SPAIN;ES1905A-LUGO-FINGOY;01/07/2008;;Traffic;urban;urban;unknown;Unknown;-7.550000;42.998056;450;LUGO;;27028;Lugo;no
ES1906A;36057025;ES;SPAIN;ES1906A-COLEGIO HOGAR;01/09/2008;;Traffic;urban;urban;unknown;Unknown;-8.713333;42.225834;30;VIGO;;36057;Vigo;no
ES1907A;15005012;ES;SPAIN;ES1907A-CENTRO CIVICO;01/04/2008;;Industrial;suburban;suburban;unknown;Unknown;-8.505556;43.302222;100;ARTEIXO;;15005;Arteixo;no
ES1908A;8270004;ES;SPAIN;ES1908A-DIPOSIT AIGÜES-VALLCARCA;29/01/2009;;Industrial;rural;rural;remote;Unknown;1.857778;41.240278;34;SITGES;;8270;Sitges;no
ES1909A;43013001;ES;SPAIN;ES1909A-ESCOLA NAUTICA-L_AMETLLA;12/03/2009;;Traffic;rural;rural;near city;Unknown;0.799178;40.880656;2;AMETLLA DE MAR (L_);;;;no
ES1910A;8089005;ES;SPAIN;ES1910A-GAVA;01/01/2009;;Background;suburban;suburban;unknown;Unknown;1.991667;41.303056;25;GAVÀ;;8089;Gavà;no
ES1911A;46010001;ES;SPAIN;ES1911A-ALBALAT DELS TARONGERS;18/02/2009;;Industrial;suburban;suburban;unknown;Unknown;-0.336667;39.705278;320;ALBALAT DELS TARONGERS;;46010;Albalat dels Tarongers;no
ES1912A;46250047;ES;SPAIN;ES1912A-VALÈNCIA - AVD. FRANCIA;01/01/2009;;Traffic;urban;urban;unknown;Unknown;-0.342778;39.457500;7;VALENCIA;;46250;Valencia;no
ES1913A;3105001;ES;SPAIN;ES1913A-EL PINÓS;18/01/2006;;Background;rural background;rural;regional;Unknown;-1.064722;38.451667;642;PINOSO;;3105;Pinós (el);no
ES1914A;3066003;ES;SPAIN;ES1914A-ELDA-LACY;04/09/2008;;Background;suburban;suburban;unknown;Unknown;-0.803333;38.454722;355;ELDA;;3066;Elda;no
ES1915A;3014008;ES;SPAIN;ES1915A-ALACANT-FLORIDA-BABEL;18/07/2008;;Background;urban;urban;unknown;Unknown;-0.506667;38.340278;55;ALICANTE/ALACANT;;3014;Alicante;no
ES1916A;12040016;ES;SPAIN;ES1916A-CASTELLÓ - ITC;01/01/2009;;Background;urban;urban;unknown;Unknown;-0.065000;39.995833;30;CASTELLÓN DE LA PLANA/CASTELLÓ;;12040;Castellón de la Plana;no
ES1917A;46242001;ES;SPAIN;ES1917A-TORREBAJA;17/08/2006;;Background;rural background;rural;regional;Unknown;-1.253889;40.099444;728;TORREBAJA;;46242;Torrebaja;no
ES1918A;12124001;ES;SPAIN;ES1918A-VALL D_ALBA PM;02/05/2008;;Industrial;urban;urban;unknown;Unknown;-0.034444;40.175000;305;VALL D_ALBA;;12124;Vall d_Alba;no
ES1919A;35026003;ES;SPAIN;ES1919A-PARQUE DE SAN JUAN-TELDE;23/01/2008;;Background;urban;urban;unknown;Unknown;-15.411667;28.003611;113;TELDE;;;;no
ES1920A;38004001;ES;SPAIN;ES1920A-LA HIDALGA-ARAFO;24/01/2008;;Background;suburban;suburban;unknown;Unknown;-16.399722;28.337222;275;ARAFO;;;;no
ES1921A;30016020;ES;SPAIN;ES1921A-MOMPEAN;03/08/2005;;Background;urban;urban;unknown;Unknown;-0.975278;37.603056;10;CARTAGENA;;;;no
ES1922A;34120008;ES;SPAIN;ES1922A-PALENCIA 3;06/03/2009;;Traffic;urban;urban;unknown;Unknown;-4.538333;42.019444;953;PALENCIA;;34120;Palencia;no
ES1923A;8283004;ES;SPAIN;ES1923A-TONA - ZONA ESPORTIVA;01/06/2009;;Background;rural background;rural;near city;Unknown;2.224722;41.846667;621;TONA;;8283;Tona;no
ES1924A;18087010;ES;SPAIN;ES1924A-PALACIO CONGRESOS;17/06/2009;;Background;urban;urban;unknown;Unknown;-3.600100;37.165681;666;GRANADA;;18087;Granada;no
ES1925A;11033010;ES;SPAIN;ES1925A-PUENTE MAYORGA;01/01/2009;;Industrial;urban;urban;unknown;Unknown;-5.382500;36.180100;3;SAN ROQUE;;11023;Medina-Sidonia;no
ES1926A;46250048;ES;SPAIN;ES1926A-VALÈNCIA - MOLÍ DEL SOL;06/08/2009;;Traffic;urban;urban;unknown;Unknown;-0.408333;39.481111;11;VALENCIA;;46250;Valencia;no
ES1927A;49275002;ES;SPAIN;ES1927A-ZAMORA 2;03/07/2009;;Traffic;urban;urban;unknown;Unknown;-5.746389;41.509722;720;ZAMORA;;49275;Zamora;no
ES1928A;8015022;ES;SPAIN;ES1928A-BADALONA-GUARDIA URBANA;22/09/2009;;Background;urban;urban;unknown;Unknown;2.228611;41.448056;2;BADALONA;;8015;Badalona;no
ES1929A;8169008;ES;SPAIN;ES1929A-IS-EL PRAT (JARDINS DE LA PAU);01/11/2009;;Traffic;suburban;suburban;unknown;Unknown;2.098889;41.322500;5;PRAT DE LLOBREGAT (EL);;8169;Prat de Llobregat (El);no
ES1930A;43013002;ES;SPAIN;ES1930A-L_AMETLLA DE MAR - DEIXALLERIA;01/09/2009;;Traffic;rural;rural;near city;Unknown;0.811111;40.903889;34;AMETLLA DE MAR (L_);;43013;Ametlla de Mar (L_);no
ES1931A;8125013;ES;SPAIN;ES1931A-L1-MONTCADA (CAN SANT JOAN);01/02/2010;;Industrial;suburban;suburban;unknown;Unknown;2.185556;41.470833;29;MONTCADA I REIXAC;;8125;Montcada i Reixac;no
ES1933A;8270005;ES;SPAIN;ES1933A-S2 - VALLCARCA;31/12/2009;;Industrial;rural;rural;regional;Unknown;1.856864;41.241044;34;SITGES;;;;no
ES1934A;38038017;ES;SPAIN;ES1934A-AGENCIA ESTATAL DE METEOROLOGÍA (AEMET);17/11/2008;;Background;urban;urban;unknown;Unknown;-16.246944;28.473056;52;SANTA CRUZ DE TENERIFE;;38038;Santa Cruz de Tenerife;no
ES1936A;17027002;ES;SPAIN;ES1936A-BREDA-CORREUS ANTIC;01/01/2010;;Industrial;rural;rural;near city;Unknown;2.558333;41.747222;160;BREDA;;17027;Breda;no
ES1937A;28079047;ES;SPAIN;ES1937A-MENDEZ ALVARO;21/12/2009;;Background;urban;urban;unknown;Unknown;-3.686667;40.398056;609;MADRID;;28079;Madrid;no
ES1938A;28079048;ES;SPAIN;ES1938A-CASTELLANA;01/02/2010;;Traffic;urban;urban;unknown;Unknown;-3.690278;40.439722;676;MADRID;;28079;Madrid;no
ES1939A;28079049;ES;SPAIN;ES1939A-RETIRO;01/01/2010;;Background;urban;urban;unknown;Unknown;-3.685556;40.409722;672;MADRID;;28079;Madrid;no
ES1940A;28079050;ES;SPAIN;ES1940A-PLAZA CASTILLA-CANAL;01/02/2010;;Traffic;urban;urban;unknown;Unknown;-3.688333;40.465833;729;MADRID;;28079;Madrid;no
ES1941A;28079054;ES;SPAIN;ES1941A-ENSANCHE DE VALLECAS;11/12/2009;;Background;urban;urban;unknown;Unknown;-3.611944;40.372778;630;MADRID;;28079;Madrid;no
ES1942A;28079055;ES;SPAIN;ES1942A-URBANIZACION EMBAJADA;20/01/2010;;Background;urban;urban;unknown;Unknown;-3.580556;40.462500;619;MADRID;;28079;Madrid;no
ES1943A;28079056;ES;SPAIN;ES1943A-FERNANDEZ LADREDA-OPORTO;18/01/2010;;Traffic;urban;urban;unknown;Unknown;-3.718611;40.384722;605;MADRID;;28079;Madrid;no
ES1944A;28079057;ES;SPAIN;ES1944A-SANCHINARRO;23/11/2009;;Background;urban;urban;unknown;Unknown;-3.660278;40.494167;615;MADRID;;28079;Madrid;no
ES1945A;28079058;ES;SPAIN;ES1945A-EL PARDO;01/12/2009;;Background;suburban;suburban;unknown;Unknown;-3.774444;40.518056;700;MADRID;;28079;Madrid;no
ES1946A;28079059;ES;SPAIN;ES1946A-JUAN CARLOS I;14/12/2009;;Background;suburban;suburban;unknown;Unknown;-3.608889;40.465000;669;MADRID;;28079;Madrid;no
ES1947A;28079060;ES;SPAIN;ES1947A-TRES OLIVOS;14/01/2010;;Background;urban;urban;unknown;Unknown;-3.689722;40.500556;715;MADRID;;28079;Madrid;no
